NCM;EX;DESCRICAO;ALIQUOTA
87012200;;-- Equipados para propulsão, simultaneamente, com motor de pistão de ignição por compressão (diesel ou semidiesel) e motor elétrico ;0
87012300;;-- Equipados para propulsão, simultaneamente, com motor de pistão de ignição por centelha (faísca) e motor elétrico ;0
87012400;;-- Unicamente com motor elétrico para propulsão ;0
87012900;;-- Outros ;0
87013000;;- Tratores de lagartas (esteiras) ;0
87019;;- Outros, com uma potência de motor:;
87019100;;-- Não superior a 18 kW ;3,25
87019100;01;Com tomada de força mecânica ou hidráulica;0
87019200;;-- Superior a 18 kW, mas não superior a 37 kW ;3,25
87019200;01;Com tomada de força mecânica ou hidráulica;0
87019300;;-- Superior a 37 kW, mas não superior a 75 kW ;3,25
87019300;01;Com tomada de força mecânica ou hidráulica;0
870194;;-- Superior a 75 kW, mas não superior a 130 kW;
87019410;;Tratores especialmente concebidos para arrastar troncos (log skidders) ;0
87019490;;Outros ;3,25
87019490;01;Com tomada de força mecânica ou hidráulica;0
870195;;-- Superior a 130 kW;
87019510;;Tratores especialmente concebidos para arrastar troncos (log skidders) ;0
87019590;;Outros ;3,25
87019590;01;Com tomada de força mecânica ou hidráulica;0
8702;;Veículos automóveis para transporte de dez pessoas ou mais, incluindo o motorista.;
87021000;;- Unicamente com motor de pistão de ignição por compressão (diesel ou semidiesel) ;16,25
87021000;01;Com volume interno de habitáculo, destinado a passageiros e motorista, superior a 6 m?, mas inferior a 9 m?;6,5
87021000;02;Com volume interno de habitáculo, destinado a passageiros e motorista, igual ou superior a 9 m?;0
87022000;;- Equipados para propulsão, simultaneamente, com motor de pistão de ignição por compressão (diesel ou semidiesel) e motor elétrico ;16,25
87022000;01;Com volume interno de habitáculo, destinado a passageiros e motorista, superior a 6 m?, mas inferior a 9 m?;6,5
87022000;02;Com volume interno de habitáculo, destinado a passageiros e motorista, igual ou superior a 9 m?;0
87023000;;- Equipados para propulsão, simultaneamente, com motor de pistão de ignição por centelha (faísca) e motor elétrico ;16,25
87023000;01;Com volume interno de habitáculo, destinado a passageiros e motorista, superior a 6 m?, mas inferior a 9 m?;6,5
87023000;02;Com volume interno de habitáculo, destinado a passageiros e motorista, igual ou superior a 9 m?;0
87024;;- Unicamente com motor elétrico para propulsão;
87024010;;Trólebus ;0
87024090;;Outros ;16,25
87024090;01;Com volume interno de habitáculo, destinado a passageiros e motorista, superior a 6 m?, mas inferior a 9 m?;6,5
87024090;02;Com volume interno de habitáculo, destinado a passageiros e motorista, igual ou superior a 9 m?;0
87029000;;- Outros ;16,25
87029000;01;Com volume interno de habitáculo, destinado a passageiros e motorista, superior a 6 m?, mas inferior a 9 m?;6,5
87029000;02;Com volume interno de habitáculo, destinado a passageiros e motorista, igual ou superior a 9 m?;0
8703;;Automóveis de passageiros e outros veículos automóveis principalmente concebidos para transporte de pessoas (exceto os da posição 87.02), incluindo os veículos de uso misto (station wagons) e os automóveis de corrida.;
87031000;;- Veículos especialmente concebidos para se deslocar sobre a neve, veículos especiais para transporte de pessoas nos campos de golfe e veículos semelhantes ;33,86
87032;;- Outros veículos, unicamente com motor de pistão de ignição por centelha (faísca):;
87032100;;-- De cilindrada não superior a 1.000 cm3 ;5,27
870322;;-- De cilindrada superior a 1.000 cm3, mas não superior a 1.500 cm3;
87032210;;Com capacidade de transporte de pessoas sentadas inferior ou igual a seis, incluindo o motorista ;9,78
87032290;;Outros ;9,78
870323;;-- De cilindrada superior a 1.500 cm3, mas não superior a 3.000 cm3;
87032310;;Com capacidade de transporte de pessoas sentadas inferior ou igual a seis, incluindo o motorista ;18,81
87032310;01;De cilindrada superior a 1.500 cm?, mas não superior a 2.000 cm?;9,78
87032390;;Outros ;18,81
87032390;01;De cilindrada superior a 1.500 cm?, mas não superior a 2.000 cm?;9,78
870324;;-- De cilindrada superior a 3.000 cm3;
87032410;;Com capacidade de transporte de pessoas sentadas inferior ou igual a seis, incluindo o motorista ;18,81
87032490;;Outros ;18,81
87033;;- Outros veículos, unicamente com motor de pistão de ignição por compressão (diesel ou semidiesel):;
870331;;-- De cilindrada não superior a 1.500 cm3;
87033110;;Com capacidade de transporte de pessoas sentadas inferior ou igual a seis, incluindo o motorista ;18,81
87033190;;Outros ;18,81
870332;;-- De cilindrada superior a 1.500 cm3, mas não superior a 2.500 cm3;
87033210;;Com capacidade de transporte de pessoas sentadas inferior ou igual a seis, incluindo o motorista ;18,81
87033290;;Outros ;18,81
870333;;-- De cilindrada superior a 2.500 cm3;
87033310;;Com capacidade de transporte de pessoas sentadas inferior ou igual a seis, incluindo o motorista ;18,81
87033390;;Outros ;18,81
87034000;;- Outros veículos, equipados para propulsão, simultaneamente, com motor de pistão de ignição por centelha (faísca) e motor elétrico, exceto os suscetíveis de serem carregados por conexão a uma fonte externa de energia elétrica ;18,81
87035000;;- Outros veículos, equipados para propulsão, simultaneamente, com motor de pistão de ignição por compressão (diesel ou semidiesel) e motor elétrico, exceto os suscetíveis de serem carregados por conexão a uma fonte externa de energia elétrica ;18,81
87036000;;- Outros veículos, equipados para propulsão, simultaneamente, com motor de pistão de ignição por centelha (faísca) e motor elétrico, suscetíveis de serem carregados por conexão a uma fonte externa de energia elétrica ;18,81
87037000;;- Outros veículos, equipados para propulsão, simultaneamente, com motor de pistão de ignição por compressão (diesel ou semidiesel) e motor elétrico, suscetíveis de serem carregados por conexão a uma fonte externa de energia elétrica ;18,81
87038000;;- Outros veículos, equipados unicamente com motor elétrico para propulsão ;18,81
87039000;;- Outros ;18,81
8704;;Veículos automóveis para transporte de mercadorias.;
87041;;- Dumpers concebidos para serem utilizados fora de rodovias;
87041010;;Com capacidade de carga igual ou superior a 85 toneladas ;0
87041090;;Outros ;0
87042;;- Outros, unicamente com motor de pistão, de ignição por compressão (diesel ou semidiesel):;
870421;;-- De peso em carga máxima (bruto) não superior a 5 toneladas;
87042110;;Chassis com motor e cabina ;0
87042110;01;De camionetas, furgões, pick-ups e semelhantes;5,2
87042120;;Com caixa basculante ;0
87042120;01;De camionetas, furgões, pick-ups e semelhantes;2,6
87042130;;Frigoríficos ou isotérmicos ;0
87042130;01;De camionetas, furgões, pick-ups e semelhantes;2,6
87042190;;Outros ;0
87042190;01;De camionetas, furgões, pick-ups e semelhantes;5,2
87042190;02;Carro-forte para transporte de valores;6,5
870422;;-- De peso em carga máxima (bruto) superior a 5 toneladas, mas não superior a 20 toneladas;
87042210;;Chassis com motor e cabina ;0
87042220;;Com caixa basculante ;0
87042230;;Frigoríficos ou isotérmicos ;0
87042290;;Outros ;0
870423;;-- De peso em carga máxima (bruto) superior a 20 toneladas;
87042310;;Chassis com motor e cabina ;0
87042320;;Com caixa basculante ;0
87042330;;Frigoríficos ou isotérmicos ;0
87042340;;De chassis articulado, para o transporte de troncos (forwarder), com grua incorporada, de potência máxima igual ou superior a 126 kW (170 HP) ;3,25
87042390;;Outros ;0
87042390;01;Veículo automóvel para transporte de toras de madeira, denominado comercialmente “trator florestal” e, tecnicamente, “forwarder”, exceto os do código 8704.23.40;3,25
87043;;- Outros, unicamente com motor de pistão, de ignição por centelha (faísca):;
870431;;-- De peso em carga máxima (bruto) não superior a 5 toneladas;
87043110;;Chassis com motor e cabina ;6,5
87043110;01;De caminhão;0
87043120;;Com caixa basculante ;2,6
87043120;01;Caminhão;0
87043130;;Frigoríficos ou isotérmicos ;2,6
87043130;01;Caminhão;0
87043190;;Outros ;5,2
87043190;01;Caminhão;0
870432;;-- De peso em carga máxima (bruto) superior a 5 toneladas;
87043210;;Chassis com motor e cabina ;0
87043220;;Com caixa basculante ;0
87043230;;Frigoríficos ou isotérmicos ;0
87043290;;Outros ;0
87044;;- Outros, equipados para propulsão, simultaneamente, com motor de pistão de ignição por compressão (diesel ou semidiesel) e motor elétrico:;
87044100;;-- De peso em carga máxima (bruto) não superior a 5 toneladas ;0
87044100;01;Chassis com motor e cabina, de furgões, pick-ups, camionetas e semelhantes;5,2
87044100;02;"Furgões, pick-ups, camionetas e semelhantes, com caixa basculante, ou frigoríficos, ou
isotérmicos";2,6
87044100;03;Outros furgões, pick-ups, camionetas e semelhantes;5,2
87044100;04;Carro-forte para transporte de valores;6,5
87044200;;-- De peso em carga máxima (bruto) superior a 5 toneladas, mas não superior a 20 toneladas ;0
87044300;;-- De peso em carga máxima (bruto) superior a 20 toneladas ;0
87044300;01;Veículo automóvel para transporte de toras de madeira, denominado comercialmente “trator florestal” e, tecnicamente, “forwarder”;3,25
87045;;- Outros, equipados para propulsão, simultaneamente, com motor de pistão de ignição por centelha (faísca) e motor elétrico:;
87045100;;-- De peso em carga máxima (bruto) não superior a 5 toneladas ;5,2
87045100;01;Chassis com motor e cabina, exceto de caminhão;6,5
87045100;02;Com caixa basculante ou frigoríficos ou isotérmicos, exceto caminhões;2,6
87045100;03;Caminhões, inclusive com caixa basculante, ou frigoríficos ou isotérmicos, chassis de caminhão com motor e cabina;0
87045200;;-- De peso em carga máxima (bruto) superior a 5 toneladas ;0
87046000;;- Outros, unicamente com motor elétrico para propulsão ;0
87049000;;- Outros ;0
8705;;Veículos automóveis para usos especiais (por exemplo, autossocorros, caminhões-guindastes, veículos de combate a incêndio, caminhões-betoneiras, veículos para varrer, veículos para espalhar, veículos oficinas, veículos radiológicos), exceto os concebidos principalmente para transporte de pessoas ou de mercadorias.;
87051;;- Caminhões-guindastes;
87051020;;Com todos os eixos de rodas direcionáveis e capacidade máxima de elevação inferior a 100 t;0
87051030;;Com capacidade máxima de elevação igual ou superior a 100 t ;0
87051090;;Outros ;0
87052000;;- Torres (derricks) automóveis, para sondagem ou perfuração ;0
87053000;;- Veículos de combate a incêndio ;0
87054000;;- Caminhões-betoneiras ;0
87059;;- Outros;
87059010;;"Caminhões para a determinação de parâmetros físicos característicos (perfilagem) de poços
petrolíferos ";3,25
87059090;;Outros ;3,25
8706;;Chassis com motor para os veículos automóveis das posições 87.01 a 87.05.;
87060010;;Dos veículos da posição 87.02 ;16,25
87060010;01;"De veículos dos Ex 01 e 02 dos códigos 8702.10.00, 8702.20.00, 8702.30.00, 8702.40.90 e
8702.90.00";0
87060020;;Dos veículos das subposições 8701.10, 8701.30, 8701.91 a 8701.95 ou 8704.10 ;3,25
87060090;;Outros ;6,5
87060090;01;De caminhões;0
8707;;Carroçarias para os veículos automóveis das posições 87.01 a 87.05, incluindo as cabinas.;
87071000;;- Para os veículos da posição 87.03 ;6,5
87079;;- Outras;
87079010;;Dos veículos das subposições 8701.10, 8701.30, 8701.91 a 8701.95 ou 8704.10 ;3,25
87079090;;Outras ;3,25
87079090;01;"De veículos dos Ex 01 e 02 dos códigos 8702.10.00, 8702.20.00, 8702.30.00, 8702.40.90 e
8702.90.00";0
8708;;Partes e acessórios dos veículos automóveis das posições 87.01 a 87.05.;
87081000;;- Para-choques e suas partes ;3,25
87082;;- Outras partes e acessórios de carroçarias (incluindo as de cabinas):;
87082100;;-- Cintos de segurança ;3,25
87082200;;-- Para-brisas, vidros traseiros e outros vidros especificados na Nota de subposição 1 do presente Capítulo ;3,25
870829;;-- Outros;
8708291;;Dos veículos das subposições 8701.10, 8701.30, 8701.91 a 8701.95 ou 8704.10;
87082911;;Para-lamas ;3,25
87082912;;Grades de radiadores ;3,25
87082913;;Portas ;3,25
87082914;;Painéis de instrumentos ;3,25
87082919;;Outros ;3,25
8708299;;Outros;
87082991;;Para-lamas ;3,25
87082992;;Grades de radiadores ;3,25
87082993;;Portas ;3,25
87082994;;Painéis de instrumentos ;3,25
87082995;;Geradores de gás para acionar retratores de cintos de segurança ;3,25
87082999;;Outros ;3,25
87083;;- Freios (travões) e servofreios, suas partes;
8708301;;Guarnições de freios (travões) montadas;
87083011;;Dos veículos das subposições 8701.10, 8701.30, 8701.91 a 8701.95 ou 8704.10 ;3,25
87083019;;Outras ;3,25
87083090;;Outros ;3,25
87084;;- Caixas de marchas (velocidades*) e suas partes;
8708401;;Caixas de marchas dos veículos das subposições 8701.10, 8701.30, 8701.91 a 8701.95 ou 8704.10;
87084011;;Servo-assistidas, próprias para torques de entrada superiores ou iguais a 750 Nm ;3,25
87084019;;Outras ;3,25
87084080;;Outras caixas de marchas ;3,25
87084090;;Partes ;3,25
87085;;- Eixos motores com diferencial, mesmo providos de outros componentes de transmissão, e eixos não motores, suas partes;
8708501;;Dos veículos das subposições 8701.10, 8701.30, 8701.91 a 8701.95 ou 8704.10;
87085011;;Eixos com diferencial com capacidade de suportar cargas superiores ou iguais a 14.000 kg, redutores planetários nos extremos e dispositivo de freio (travão) incorporado, do tipo utilizado em veículos da subposição 8704.10 ;3,25
87085012;;Eixos não motores ;3,25
87085019;;Outros ;3,25
87085080;;Outros ;3,25
8708509;;Partes;
87085091;;De eixos não motores, dos veículos das subposições 8701.10, 8701.30, 8701.91 a 8701.95 ou 8704.10 ;3,25
87085099;;Outras ;3,25
87087;;- Rodas, suas partes e acessórios;
87087010;;De eixos propulsores dos veículos das subposições 8701.10, 8701.30, 8701.91 a 8701.95 ou 8704.10 ;3,25
87087090;;Outros ;3,25
87088000;;- Sistemas de suspensão e suas partes (incluindo os amortecedores de suspensão) ;3,25
87088000;01;"Amortecedores de suspensão de veículos das posições 87.02, 87.04 (exceto a subposição
8704.10) e 87.05 e das subposições 8701.21 a 8701.29";2,6
87088000;02;Amortecedores de suspensão, exceto os do Ex 01;10,4
87089;;- Outras partes e acessórios:;
87089100;;-- Radiadores e suas partes ;3,25
87089200;;-- Silenciosos e tubos de escape, suas partes ;10,4
87089200;01;De veículos das posições 87.01, 87.02, 87.04 e 87.05 (exceto partes);2,6
87089200;02;Partes;3,25
87089300;;-- Embreagens e suas partes ;10,4
87089300;01;De veículos das posições 87.01, 87.02, 87.04 e 87.05;2,6
870894;;-- Volantes, colunas e caixas, de direção, suas partes;
8708941;;Volantes, colunas e caixas, de direção dos veículos das subposições 8701.10, 8701.30, 8701.91 a 8701.95 ou 8704.10;
